;id;scientific.name;accepted.name;family;taxon.rank;taxon.status;search.str;threat.status.cnc;threat.status.mma;threat.status.mma2022;life.form;habitat;vegetation.type;vernacular.name;occurrence;establishment;domain;endemism
2466;8172;Hypenia reticulata (Mart. ex Benth.) Harley;NA;Lamiaceae;species;accepted;Hypenia reticulata;NA;NA;NA;Herb|Subshrub;Terrestrial;Campo Limpo|Campo rupestre|Cerrado (lato sensu);NA;BR-DF|BR-GO|BR-MG|BR-PR|BR-SP|BR-TO;native;Cerrado;Non Endemic
2467;7995;Hypericum brasiliense Choisy;NA;Hypericaceae;species;accepted;Hypericum brasiliense;NA;NA;NA;Herb|Subshrub;Aquatica|Rupicolous|Terrestrial;Area Antropica|Campo de Altitude|Campo Limpo|Cerrado (lato sensu)|Restinga|Vegetacao Aquatica|Vegetacao Sobre Afloramentos Rochosos;NA;BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Cerrado|Mata Atlantica|Pampa;Non Endemic
2468;8001;Hypericum denudatum A.St.-Hil.;NA;Hypericaceae;species;accepted;Hypericum denudatum;NA;NA;NA;Subshrub;Aquatica|Terrestrial;Campo de Altitude|Campo Limpo|Vegetacao Aquatica;NA;BR-PR|BR-RS|BR-SC;native;Mata Atlantica|Pampa;Non Endemic
2469;8004;Hypericum mutilum L.;NA;Hypericaceae;species;accepted;Hypericum mutilum;VU;VU;VU;Herb;Aquatica|Terrestrial;Campo de Altitude|Floresta Ciliar ou Galeria|Vegetacao Aquatica;NA;BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Cerrado|Mata Atlantica|Pampa;Non Endemic
2470;8010;Hypericum ternum A.St.-Hil.;NA;Hypericaceae;species;accepted;Hypericum ternum;NA;NA;NA;Subshrub;Terrestrial;Campo de Altitude|Campo Limpo|Campo rupestre|Vegetacao Sobre Afloramentos Rochosos;NA;BR-MG|BR-PR|BR-RS|BR-SC|BR-SP;native;Cerrado|Mata Atlantica;Endemic
2473;112204;Hypochaeris chillensis (Kunth) Britton;NA;Asteraceae;species;accepted;Hypochaeris chillensis;NA;NA;NA;Herb;Terrestrial;Campo de Altitude|Campo Limpo|Campo rupestre|Floresta Estacional Semidecidual;NA;BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Mata Atlantica|Pampa;Non Endemic
2476;112212;Hypochaeris radicata L.;NA;Asteraceae;species;accepted;Hypochaeris radicata;NA;NA;NA;Herb;Terrestrial;Campo Limpo|Floresta Ombrofila (= Floresta Pluvial);NA;BR-PR|BR-RS|BR-SC|BR-SP;naturalized;Mata Atlantica|Pampa;Non Endemic
2480;104371;Hypolepis rigescens (Kunze in Mart.) T.Moore;NA;Dennstaedtiaceae;species;accepted;Hypolepis rigescens;NA;NA;NA;Herb;Terrestrial;Area Antropica|Campinarana|Campo Limpo|Cerrado (lato sensu)|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial);NA;BR-BA|BR-ES|BR-MG|BR-PE|BR-PR|BR-RJ|BR-SP;native;Amazonia|Cerrado|Mata Atlantica;Non Endemic
2481;101531;Hypolepis stolonifera Fee;NA;Dennstaedtiaceae;species;accepted;Hypolepis stolonifera;NA;NA;NA;Herb;Terrestrial;Campo de Altitude|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista;NA;BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Mata Atlantica;Non Endemic
2486;106753;Hyptis amaurocaulos Briq.;NA;Lamiaceae;species;accepted;Hyptis amaurocaulos;NA;NA;NA;Shrub|Subshrub;Terrestrial;Campo rupestre|Cerrado (lato sensu);NA;BR-MG|BR-SP;native;Cerrado;Endemic
2487;133011;Hyptis campestris Harley & J.F.B.Pastore;NA;Lamiaceae;species;accepted;Hyptis campestris;NA;NA;NA;Herb|Subshrub;Terrestrial;Area Antropica|Campo de Altitude|Cerrado (lato sensu)|Palmeiral;NA;BR-BA|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PR|BR-RO|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica;Non Endemic
2488;8246;Hyptis recurvata Poit.;NA;Lamiaceae;species;accepted;Hyptis recurvata;NA;NA;NA;Herb;Terrestrial;Campinarana|Campo de Altitude|Campo de Varzea|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Palmeiral|Restinga;NA;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-RJ|BR-RO|BR-RR|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pantanal;Non Endemic
2489;8219;Hyptis lappulacea Mart. ex Benth.;NA;Lamiaceae;species;accepted;Hyptis lappulacea;NA;NA;NA;Herb;Terrestrial;Campo de Altitude|Campo Limpo|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Restinga;NA;BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Mata Atlantica;Non Endemic
2494;8227;Hyptis marrubioides Epling;NA;Lamiaceae;species;accepted;Hyptis marrubioides;NA;NA;NA;Subshrub;Terrestrial;Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria;NA;BR-GO|BR-MG|BR-PR|BR-SP;native;Cerrado|Mata Atlantica;Endemic
2495;8236;Hyptis nudicaulis Benth.;NA;Lamiaceae;species;accepted;Hyptis nudicaulis;NA;NA;NA;Subshrub;Terrestrial;Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu);NA;BR-DF|BR-GO|BR-MG|BR-SP;native;Cerrado|Mata Atlantica;Endemic
2497;8243;Hyptis proteoides A.St.-Hil. ex Benth.;NA;Lamiaceae;species;accepted;Hyptis proteoides;NA;NA;NA;Subshrub;Terrestrial;Campo rupestre;NA;BR-MG;native;Cerrado;Endemic
2498;133004;Hyptis radicans (Pohl) Harley & J.F.B.Pastore;NA;Lamiaceae;species;accepted;Hyptis radicans;NA;NA;NA;Herb;Terrestrial;Area Antropica|Campo de Altitude|Campo Limpo|Campo rupestre|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista;NA;BR-MG|BR-MS|BR-PR|BR-RJ|BR-SC|BR-SP;native;Cerrado|Mata Atlantica;Non Endemic
2505;13280;Ichnanthus inconstans (Trin. ex Nees) Doll;NA;Poaceae;species;accepted;Ichnanthus inconstans;NA;NA;NA;Herb;Rupicolous|Terrestrial;Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual;NA;BR-BA|BR-CE|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PR|BR-SC|BR-SP;native;Amazonia|Caatinga|Cerrado|Mata Atlantica;Non Endemic
2507;604987;Oedochloa procurrens (Nees ex Trin.) C.Silva & R.P.Oliveira;NA;Poaceae;species;accepted;Oedochloa procurrens;NA;NA;NA;Herb;Terrestrial;Campo Limpo|Campo rupestre|Cerrado (lato sensu);NA;BR-AP|BR-BA|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PR|BR-RO|BR-RS|BR-SP|BR-TO;native;Amazonia|Cerrado|Pantanal;Non Endemic
2510;27107;Ichthyothere integrifolia (DC.) Baker;NA;Asteraceae;species;accepted;Ichthyothere integrifolia;LC;NA;NA;Herb;Terrestrial;Campo rupestre|Cerrado (lato sensu);NA;BR-DF|BR-GO|BR-MG|BR-MT|BR-PR|BR-SP|BR-TO;native;Cerrado;Non Endemic
2512;27108;Ichthyothere latifolia (Benth.) Gardner;NA;Asteraceae;species;accepted;Ichthyothere latifolia;NA;NA;NA;Subshrub;Terrestrial;Campo rupestre|Cerrado (lato sensu);NA;BR-DF|BR-GO|BR-MG|BR-SP;native;Cerrado;Endemic
2513;27114;Ichthyothere rufa Gardner;NA;Asteraceae;species;accepted;Ichthyothere rufa;NA;NA;NA;Herb;Terrestrial;Campo rupestre|Cerrado (lato sensu);NA;BR-GO|BR-MG|BR-MT|BR-PR|BR-SP;native;Cerrado;Endemic
2514;16146;Ichthyothere terminalis (Spreng.) S.F.Blake;NA;Asteraceae;species;accepted;Ichthyothere terminalis;NA;NA;NA;Herb;Terrestrial;Caatinga (stricto sensu)|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme;NA;BR-AC|BR-AM|BR-AP|BR-BA|BR-CE|BR-GO|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-RO|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado;Non Endemic
2515;4889;Ilex dumosa Reissek;NA;Aquifoliaceae;species;accepted;Ilex dumosa;NA;NA;NA;Shrub|Tree;Terrestrial;Campo de Altitude|Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Restinga;cauna/PORTUGUES/Sul | mate/PORTUGUES/Sul | erva-mate/PORTUGUES/Sul;BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP;native;Caatinga|Cerrado|Mata Atlantica|Pampa;Non Endemic
2517;4882;Ilex brasiliensis (Spreng.) Loes.;NA;Aquifoliaceae;species;accepted;Ilex brasiliensis;NA;NA;NA;Shrub|Tree;NA;Campo de Varzea|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual;NA;BR-DF|BR-GO|BR-MG|BR-MS|BR-PR|BR-SP;native;Cerrado|Mata Atlantica;Non Endemic
2519;4888;Ilex conocarpa Reissek;NA;Aquifoliaceae;species;accepted;Ilex conocarpa;NA;NA;NA;Shrub|Tree;Terrestrial;Campo rupestre|Cerrado (lato sensu);NA;BR-BA|BR-DF|BR-GO|BR-MG|BR-PE;native;Caatinga|Cerrado|Mata Atlantica;Endemic
2521;26487;Ilex chamaedryfolia Reissek;NA;Aquifoliaceae;species;accepted;Ilex chamaedryfolia;LC;NA;NA;Shrub;Terrestrial;Campo de Altitude;congonhinha/PORTUGUES/Sudeste | congonha-de-folha-miuda/PORTUGUES/Sudeste | congonha-do-campo/PORTUGUES/Sudeste;BR-MG|BR-PR|BR-RS|BR-SC|BR-SP;native;Mata Atlantica;Endemic
2525;26492;Ilex paltorioides Reissek;NA;Aquifoliaceae;species;accepted;Ilex paltorioides;NA;NA;NA;Shrub;Terrestrial;Campo rupestre;NA;BR-MG;native;Cerrado;Endemic
2527;26493;Ilex paraguariensis A.St.-Hil. var. paraguariensis;NA;Aquifoliaceae;variety;accepted;Ilex paraguariensis var. paraguariensis;NA;NA;NA;Shrub|Tree;Terrestrial;Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Perenifolia|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista;NA;BR-BA|BR-DF|BR-MG|BR-MS|BR-MT|BR-PR|BR-RS|BR-SC|BR-SP;native;Cerrado|Mata Atlantica;Non Endemic
2532;4910;Ilex theezans Mart. ex Reissek;NA;Aquifoliaceae;species;accepted;Ilex theezans;NA;NA;NA;Shrub|Tree;Terrestrial;Campo de Altitude|Campo rupestre|Floresta Ombrofila (= Floresta Pluvial)|Restinga;congonha/PORTUGUES/Sul;BR-BA|BR-DF|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Amazonia|Caatinga|Cerrado|Mata Atlantica;Non Endemic
2533;15618;Ilex velutina Reissek;NA;Aquifoliaceae;species;accepted;Ilex velutina;NA;NA;NA;Tree;Terrestrial;Campo rupestre;NA;BR-BA|BR-MG|BR-PE;native;Caatinga|Cerrado;Endemic
2534;13290;Imperata brasiliensis Trin.;NA;Poaceae;species;accepted;Imperata brasiliensis;NA;NA;NA;Herb;Terrestrial;Area Antropica|Campo de Altitude|Campo de Varzea|Campo Limpo|Cerrado (lato sensu)|Restinga;capim-sape/PORTUGUES/NA | sape/PORTUGUES/NA | massape/PORTUGUES/Para;BR-AL|BR-AM|BR-AP|BR-BA|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RS|BR-SC|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
2535;20393;Imperata contracta (Kunth) Hitchc.;NA;Poaceae;species;accepted;Imperata contracta;NA;NA;NA;Herb;Terrestrial;Area Antropica|Campo de Altitude|Campo de Varzea|Campo Limpo|Cerrado (lato sensu)|Restinga;sape/PORTUGUES/NA | capim-sape-macho/PORTUGUES/NA | sucape/PORTUGUES/NA | sape-macho/PORTUGUES/NA;BR-BA|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Amazonia|Cerrado|Mata Atlantica|Pampa;Non Endemic
2536;29726;Indigofera asperifolia Bong. ex Benth.;NA;Fabaceae;species;accepted;Indigofera asperifolia;NA;NA;NA;Subshrub;Terrestrial;Campo de Altitude|Campo Limpo|Campo rupestre;NA;BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Cerrado|Mata Atlantica|Pampa;Non Endemic
2537;29728;Indigofera campestris Bong. ex Benth.;NA;Fabaceae;species;accepted;Indigofera campestris;NA;NA;NA;Herb;Terrestrial;Campo Limpo|Cerrado (lato sensu);NA;BR-MT|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Cerrado|Mata Atlantica|Pampa;Non Endemic
2538;83215;Indigofera lespedezioides Kunth;NA;Fabaceae;species;accepted;Indigofera lespedezioides;NA;NA;NA;Shrub|Herb|Subshrub;Terrestrial;Area Antropica|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual;purgueiro/PORTUGUES/NA | timbosinho/PORTUGUES/NA;BR-AM|BR-BA|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-RO|BR-RR|BR-SP|BR-TO;native;Amazonia|Cerrado|Mata Atlantica;Non Endemic
2539;22980;Indigofera suffruticosa Mill.;NA;Fabaceae;species;accepted;Indigofera suffruticosa;NA;NA;NA;Shrub|Subshrub;Terrestrial;Area Antropica|Caatinga (stricto sensu)|Campo Limpo|Cerrado (lato sensu)|Restinga;NA;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa;Non Endemic
2540;22985;Inga barbata Benth.;NA;Fabaceae;species;accepted;Inga barbata;NA;NA;NA;Tree;Terrestrial;Campo rupestre|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial);inga-cabeludo/PORTUGUES/RJ | inga-peludo/PORTUGUES/SP | inga/PORTUGUES/MG;BR-ES|BR-MG|BR-PR|BR-RJ|BR-SP;native;Cerrado|Mata Atlantica;Endemic
2541;23012;Inga marginata Willd.;NA;Fabaceae;species;accepted;Inga marginata;NA;NA;NA;Tree;Terrestrial;Area Antropica|Campo Limpo|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta de Varzea|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial);inga/PORTUGUES/Acre | inga-feijao/PORTUGUES/SC, PR, RJ, SP | inga-mirim/PORTUGUES/Acre;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RO|BR-RS|BR-SC|BR-SP|BR-TO;native;Amazonia|Cerrado|Mata Atlantica|Pampa;Non Endemic
2542;83263;Inga sessilis (Vell.) Mart.;NA;Fabaceae;species;accepted;Inga sessilis;NA;NA;NA;Tree;Terrestrial;Area Antropica|Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista;inga-ferradura/PORTUGUES/Sudeste | inga-macaco/PORTUGUES/Sudeste;BR-BA|BR-ES|BR-MG|BR-PA|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Amazonia|Cerrado|Mata Atlantica;Endemic
2543;23029;Inga striata Benth.;NA;Fabaceae;species;accepted;Inga striata;NA;NA;NA;Tree;Terrestrial;Area Antropica|Campo Limpo|Floresta de Terra Firme|Floresta de Varzea|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial);inga-banana/PORTUGUES/Minas Gerais | inga-branco/PORTUGUES/Espirito Santo | inga-de-quatro-quina/PORTUGUES/Santa Catarina | inga-banana/PORTUGUES/Sudeste | inga-caixao/PORTUGUES/Sudeste | inga-facao/PORTUGUES/Sudeste;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-DF|BR-ES|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP;native;Amazonia|Cerrado|Mata Atlantica|Pampa;Non Endemic
2545;23039;Inga vera Willd.;NA;Fabaceae;species;accepted;Inga vera;NA;NA;NA;Tree;Terrestrial;Area Antropica|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta de Igapo|Floresta de Terra Firme|Floresta de Varzea|Floresta Estacional Semidecidual;NA;BR-AC|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO;native;Amazonia|Mata Atlantica|Pampa;Non Endemic
2546;18683;Inga vulpina Mart. ex Benth.;NA;Fabaceae;species;accepted;Inga vulpina;NA;NA;NA;Tree;Terrestrial;Area Antropica|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrofila (= Floresta Pluvial);inga-bugiu/PORTUGUES/Santa Catarina | inga-banana/PORTUGUES/Minas Gerais;BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP;native;Cerrado|Mata Atlantica;Endemic
2547;27118;Inulopsis camporum (Gardner) G.L.Nesom;NA;Asteraceae;species;accepted;Inulopsis camporum;LC;NA;NA;Herb;Terrestrial;Campo Limpo|Cerrado (lato sensu);NA;BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-SP;native;Cerrado;Non Endemic
2549;5337;Inulopsis scaposa (DC.) O.Hoffm.;NA;Asteraceae;species;accepted;Inulopsis scaposa;LC;NA;NA;Herb;Terrestrial;Campo de Altitude|Campo rupestre|Cerrado (lato sensu);NA;BR-GO|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP;native;Cerrado|Mata Atlantica;Non Endemic
2552;122544;Ipomoea aurifolia Dammer;NA;Convolvulaceae;species;accepted;Ipomoea aurifolia;NA;NA;NA;Subshrub;Terrestrial;Campo Limpo|Cerrado (lato sensu);NA;BR-DF|BR-GO;native;Cerrado;Endemic
2555;7030;Ipomoea cairica (L.) Sweet;NA;Convolvulaceae;species;accepted;Ipomoea cairica;NA;NA;NA;Climber;Terrestrial;Area Antropica|Campo de Altitude|Campo Limpo|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Restinga|Savana Amazonica|Vegetacao Aquatica|Vegetacao Sobre Afloramentos Rochosos;campainha/PORTUGUES/NA | corda-de-viola/PORTUGUES/NA | corriola/PORTUGUES/NA | jitirana/PORTUGUES/NA | ipomeia/PORTUGUES/NA | enrola-semana/PORTUGUES/NA | jetirana/PORTUGUES/NA;BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;native;Amazonia|Cerrado|Mata Atlantica|Pampa;Non Endemic
2556;7031;Ipomoea campestris Meisn.;NA;Convolvulaceae;species;accepted;Ipomoea campestris;DD;NA;NA;Herb|Subshrub;Terrestrial;Campo Limpo|Campo rupestre|Cerrado (lato sensu);NA;BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-SP|BR-TO;native;Cerrado;Endemic
2557;7035;Ipomoea delphinioides Choisy;NA;Convolvulaceae;species;accepted;Ipomoea delphinioides;NA;NA;NA;Climber|Subshrub;Terrestrial;Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Vegetacao Sobre Afloramentos Rochosos;NA;BR-GO|BR-MG|BR-PR|BR-SC|BR-SP;native;Cerrado|Mata Atlantica;Endemic
2558;7038;Ipomoea fimbriosepala Choisy;NA;Convolvulaceae;species;accepted;Ipomoea fimbriosepala;LC;NA;NA;Climber;Terrestrial;Area Antropica|Campo Limpo|Floresta Ciliar ou Galeria|Floresta Ombrofila (= Floresta Pluvial)|Vegetacao Aquatica;NA;BR-AM|BR-BA|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Amazonia|Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
2559;7055;Ipomoea purpurea (L.) Roth;NA;Convolvulaceae;species;accepted;Ipomoea purpurea;NA;NA;NA;Climber;Terrestrial;Area Antropica|Caatinga (stricto sensu)|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Restinga|Vegetacao Sobre Afloramentos Rochosos;bons-dias/PORTUGUES/NA | campainha/PORTUGUES/NA | corda-de-viola/PORTUGUES/NA | corriola/PORTUGUES/NA | gloria-da-manha/PORTUGUES/NA | jitirana/PORTUGUES/NA;BR-AC|BR-AM|BR-BA|BR-DF|BR-ES|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa;Non Endemic
2562;604876;Distimake macrocalyx (Ruiz & Pav.) A.R. Simoes & Staples;NA;Convolvulaceae;species;accepted;Distimake macrocalyx;NA;NA;NA;Climber;Terrestrial;Area Antropica|Caatinga (stricto sensu)|Campo Limpo|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Restinga;batatarana/PORTUGUES/Brasil | jetirana/PORTUGUES/Brasil;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-SC|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pantanal;Non Endemic
2566;28407;Ipomoea haenkeana Choisy;NA;Convolvulaceae;species;accepted;Ipomoea haenkeana;NA;NA;NA;Subshrub;Terrestrial;Campo Limpo;NA;BR-GO|BR-MG|BR-MS|BR-MT;native;Cerrado;Non Endemic
2567;7041;Ipomoea hederifolia L.;NA;Convolvulaceae;species;accepted;Ipomoea hederifolia;NA;NA;NA;Climber;Terrestrial;Area Antropica|Caatinga (stricto sensu)|Campo de Altitude|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrofila (= Floresta Pluvial)|Restinga;amarra-amarra/PORTUGUES/NA | batatarana/PORTUGUES/NA | jitirana/PORTUGUES/NA | jitirana-vermelha/PORTUGUES/NA | corda-de-viola/PORTUGUES/NA | corriola/PORTUGUES/NA | jetirana/PORTUGUES/NA;BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-SC|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica;Non Endemic
2572;28401;Ipomoea paulistana (Silva Manso) Stellfeld;NA;Convolvulaceae;species;accepted;Ipomoea paulistana;NA;NA;NA;Subshrub;Terrestrial;Campo Limpo|Campo rupestre|Cerrado (lato sensu);NA;BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-SP|BR-TO;native;Cerrado;Non Endemic
2574;7053;Ipomoea procumbens Mart. ex Choisy;NA;Convolvulaceae;species;accepted;Ipomoea procumbens;NA;NA;NA;Climber;Terrestrial;Campo Limpo|Campo rupestre|Carrasco|Vegetacao Sobre Afloramentos Rochosos;NA;BR-BA|BR-DF|BR-GO|BR-MG|BR-PR|BR-RS|BR-SP;native;Caatinga|Cerrado|Mata Atlantica|Pampa;Non Endemic
2575;7054;Ipomoea procurrens Meisn.;NA;Convolvulaceae;species;accepted;Ipomoea procurrens;NA;NA;NA;Climber;Terrestrial;Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu);NA;BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-RJ|BR-SP|BR-TO;native;Cerrado|Mata Atlantica;Non Endemic
2577;7057;Ipomoea ramosissima (Poir.) Choisy;NA;Convolvulaceae;species;accepted;Ipomoea ramosissima;NA;NA;NA;Climber;Terrestrial;Area Antropica|Campinarana|Campo Limpo|Cerrado (lato sensu)|Floresta Ombrofila (= Floresta Pluvial)|Savana Amazonica;campainha/PORTUGUES/NA | corda-de-viola/PORTUGUES/NA;BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-SC|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica;Non Endemic
2585;28429;Ipomoea verbasciformis (Meisn.) O'Donell;NA;Convolvulaceae;species;accepted;Ipomoea verbasciformis;NA;NA;NA;Shrub|Subshrub;Terrestrial;Campo Limpo|Cerrado (lato sensu);NA;BR-GO|BR-MG;native;Cerrado;Endemic
2591;7767;Helia oblongifolia Mart.;NA;Gentianaceae;species;accepted;Helia oblongifolia;NA;NA;NA;Herb;Terrestrial;Campo Limpo|Campo rupestre|Cerrado (lato sensu);NA;BR-BA|BR-DF|BR-GO|BR-MG|BR-RS|BR-SP;native;Cerrado|Mata Atlantica;Non Endemic
